adult,cast,genre,id,original_title,overview,title,vote_average
0,JamesMangold HarrisonFord PhoebeWaller-Bridge MadsMikkelsen,"[""Adventure"",""Action""]",335977,Indiana Jones and the Dial of Destiny,"finding himself in a new era, approaching retirement, indy wrestles with fitting into a world that seems to have outgrown him. but as the tentacles of an all-too-familiar evil return in the form of an old rival, indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",indiana jones and the dial of destiny,5
0,JulianHiggins ThandiweNewton JeremyBobb JeffersonWhite,"[""Mystery"",""Thriller"",""Drama""]",879990,"God's Country","when a grieving college professor confronts two hunters she catches trespassing on her property, she's drawn into an escalating battle of wills with catastrophic consequences.","god's country",5.7
0,BillHolderman DianeKeaton JaneFonda CandiceBergen,"[""Comedy"",""Romance""]",982271,Book Club: The Next Chapter,"four best friends take their book club to italy for the fun girls' trip they never had. when things go off the rails and secrets are revealed, their relaxing vacation turns into a once-in-a-lifetime cross-country adventure.",book club,6.958
0,RobCohen PaulWalker VinDiesel MichelleRodriguez,"[""Action"",""Crime"",""Thriller""]",9799,The Fast and the Furious,"dominic toretto is a los angeles street racer suspected of masterminding a series of big-rig hijackings. when undercover cop brian o'conner infiltrates toretto's iconoclastic crew, he falls for toretto's sister and must choose a side: the gang or the lapd.",the fast and the furious,6.947
0,MattBettinelli-Olpin TylerGillett MelissaBarrera MasonGooding JennaOrtega,"[""Horror"",""Mystery"",""Thriller""]",646385,Scream,"twenty-five years after a streak of brutal murders shocked the quiet town of woodsboro, a new killer has donned the ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",scream,6.738
0,SamHargrave ChrisHemsworth RudhrakshJaiswal GolshiftehFarahani,"[""Action"",""Thriller""]",697843,Extraction 2,"tasked with extracting a family who is at the mercy of a georgian gangster, tyler rake infiltrates one of the world's deadliest prisons in order to save them. but when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down rake and his team to sydney, in order to get revenge.",extraction 2,5
0,ShekharKapur LilyJames ShazadLatif ShabanaAzmi,"[""Romance"",""Comedy""]",800301,"What's Love Got to Do with It?","two childhood friends now in their thirties must decide whether to follow their heads or their hearts once the man decides to follow his parents' advice and enter into an arranged marriage in pakistan.","what's love got to do with it?",6.3
0,RicRomanWaugh GerardButler AliFazal BahadorFoladi,"[""Action"",""Thriller""]",717930,Kandahar,"after his mission is exposed, an undercover cia operative stuck deep in hostile territory in afghanistan must fight his way out, alongside his afghan translator, to an extraction point in kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",kandahar,5
0,JimStrouse PriyankaChopraJonas SamHeughan CélineDion,"[""Romance"",""Drama"",""Comedy""]",758336,Love Again,"mira ray, dealing with the loss of her fiancé, sends a series of romantic texts to his old cell phone number… not realizing the number was reassigned to rob burns' new work phone. a journalist, rob is captivated by the honesty in the beautifully confessional texts. when he’s assigned to write a profile of megastar céline dion, he enlists her help in figuring out how to meet mira in person and win her heart.",love again,6.5
0,RobertRodriguez BenAffleck AliceBraga WilliamFichtner,"[""Crime"",""Mystery"",""Thriller""]",536437,Hypnotic,a detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,hypnotic,7.2
0,BobbyFarrelly WoodyHarrelson KaitlinOlson CheechMarin,"[""Comedy""]",933419,Champions,a stubborn and hotheaded minor league basketball coach is forced to train a special olympics team when he is sentenced to community service.,champions,6.9
0,TiWest MiaGoth DavidCorenswet TandiWright,"[""Horror""]",949423,Pearl,"trapped on her family’s isolated farm, pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. lusting for a glamorous life like she’s seen in the movies, pearl’s ambitions, temptations, and repressions collide.",pearl,7.4
0,AriAster JoaquinPhoenix PattiLuPone AmyRyan,"[""Comedy"",""Adventure"",""Fantasy""]",798286,Beau Is Afraid,a paranoid man embarks on an epic odyssey to get home to his mother.,beau is afraid,7.3
0,ZacharyWigon ChristopherAbbott MargaretQualley FranciscoCastaneda,"[""Drama"",""Thriller""]",870518,Sanctuary,"confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",sanctuary,8
0,StevenSpielberg GabrielLaBelle MichelleWilliams PaulDano,"[""Drama""]",804095,The Fabelmans,"growing up in post-world war ii era arizona, young sammy fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",the fabelmans,7.8
0,RobSavage SophieThatcher ChrisMessina VivienLyraBlair,"[""Horror"",""Mystery""]",532408,The Boogeyman,"still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it’s too late.",the boogeyman,5
0,AdrianGrünberg JoshLucas FernandaUrrejola JulioCedillo,"[""Horror"",""Thriller""]",890771,The Black Demon,"oilman paul sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. stranded and under constant attack, paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.",the black demon,4.8
0,MauroBorrelli MartinLawrence MelissaRoxburgh JohnMalkovich,"[""Mystery"",""Thriller"",""Crime"",""Drama""]",1043565,Mindcage,"detectives jake doyle and mary kelly seek the help of an incarcerated serial killer named the artist when a copycat killer strikes. while mary searches for clues in the artist's brilliant but twisted psyche, she and jake are lured into a diabolical game of cat and mouse, racing against time to stay one step ahead of the artist and his copycat.",mindcage,7.1
0,MaryHarron BenKingsley BarbaraSukowa EzraMiller,"[""Drama"",""History""]",522925,Dalíland,"in 1973, a young gallery assistant goes on a wild adventure behind the scenes as he helps the aging genius salvador dali prepare for a big show in new york.",dalíland,5
0,KurtisDavidHarder SaraCanning EmilyTennant CassandraNaud,"[""Thriller"",""Horror"",""Mystery""]",1020910,Influencer,"while struggling on a solo backpacking trip in thailand, social media influencer madison meets cw, who travels with ease and shows her a more uninhibited way of living. but cw's interest in her takes a darker turn.",influencer,5
0,PaulSchrader JoelEdgerton SigourneyWeaver QuintessaSwindell,"[""Drama"",""Thriller"",""Crime""]",869612,Master Gardener,"narvel roth is a meticulous horticulturist who is devoted to tending the grounds of a beautiful estate and pandering to his employer, the wealthy dowager mrs. haverhill. when she demands that he take on her wayward and troubled great niece, it unlocks dark secrets from a buried violent past.",master gardener,5
0,WesAnderson JasonSchwartzman ScarlettJohansson TomHanks,"[""Comedy"",""Romance"",""SciFi""]",747188,Asteroid City,"set in a fictional american desert town circa 1955, the itinerary of a junior stargazer/space cadet convention (organized to bring together students and parents from across the country for fellowship and scholarly competition) is spectacularly disrupted by world-changing events.",asteroid city,5
0,MarkA.Z.Dippé PeteDavidson J.K.Simmons JulieNathanson,"[""Animation"",""Family"",""Comedy"",""Adventure""]",678287,Marmaduke,"great dane marmaduke epitomizes the overgrown lapdog, with an irascible streak and a penchant for mischief that is tempered with a deep sense of love and responsibility for his human family, the winslows. the new animation is set in the world of elite dog shows, rife divas, rivalries and slapstick comedy.",marmaduke,5.4
0,MichaelJacobs EmmaRoberts LukeBracey DianeKeaton,"[""Comedy"",""Romance""]",972230,Maybe I Do,"michelle and allen, who have reached the point in their relationship where they are considering next steps, decide to invite  their parents to finally meet and to offer some understanding of why marriage works. except the parents already know each other quite well, which leads to some very distinct opinions about the value of marriage.",maybe i do,6
0,LauraTerruso SebastianManiscalco RobertDeNiro LeslieBibb,"[""Comedy""]",829051,About My Father,"encouraged by his fiancée, sebastian brings his immigrant, hairdresser father, salvo, to a weekend get-together with ellie's super-rich and exceedingly eccentric family.",about my father,5
0,ScottWalker LucianeBuchanan MattWhelan JayaBeach-Robertson,"[""Horror""]",1098160,The Tank,"in 1978 oregon, ben and jules inherit an abandoned coastal property from ben's late mother, who's never mentioned it. the untouched house has been kept a secret for 40 years and comes with a beautiful private cove and beach. jules searches for answers while ben unwittingly awakens a fiercely protective creature.",the tank,4.8
0,ElisaAmoruso BellaThorne BenjaminMascolo AlmaNoce,"[""Romance"",""Drama""]",888479,Game of Love,"follows vivien and roy as their love story continues and leads them to roy’s childhood home in sicily to prepare for the sale of the family estate. during the visit, a mysterious woman arrives and befriends vivien, much to roy’s displeasure. tensions build and lines are crossed as secrets from roy’s past force the couple to face aspects of their relationship they did not know existed.",game of love,6.5
0,NicoleHolofcener JuliaLouis-Dreyfus TobiasMenzies MichaelaWatkins,"[""Comedy"",""Drama""]",890215,You Hurt My Feelings,"a novelist's longstanding marriage is suddenly upended when she overhears her husband giving his honest reaction to her latest book.",you hurt my feelings,5
0,PeterAtencio BertKreischer MarkHamill JimmyTatro,"[""Action"",""Comedy"",""Crime""]",647250,The Machine,"bert kreischer faces a familial crisis and the arrival of his estranged father when the ghost of his booze-soaked past arrives: a murderous mobster hellbent on kidnapping bert back to the motherland to atone for his crimes. together, he and his father must retrace the steps of his younger self in the midst of a war between a sociopathic crime family while they attempt to find common ground.",the machine,5
0,RuiConstantino RuiConstantino MiguelD.Dias AlexanderSunflower,"[""Horror""]",1105313,Jeepers Creepers Returns,"an evil warlock summons the creeper from the bounds of hell to slay on earth every 23 years for 23 days, but he also needs to eat and refresh his flesh or he will loose his immortality forever.",jeepers creepers returns,5
0,TinaSatter SydneySweeney JoshHamilton MarchántDavis,"[""Drama""]",985617,Reality,"on june 3, 2017, 25-year-old reality winner returns from running errands to find two fbi agents at her home in augusta, georgia. an air force veteran and yoga instructor, winner spends the next two hours being questioned about her work as an intelligence contractor — specifically, whether she leaked a classified document about russian interference in the 2016 u.s. elections.",reality,5
0,MichaelShowalter JimParsons BenAldridge SallyField,"[""Comedy"",""Drama"",""Romance""]",507903,Spoiler Alert,"journalist michael ausiello embarks on a rollercoaster ride of emotions when kit cowan, his partner of 14 years, is diagnosed with terminal cancer.",spoiler alert,7.5
0,StephenWilliams KelvinHarrisonJr. SamaraWeaving LucyBoynton,"[""Drama"",""History"",""Music""]",812635,Chevalier,"the illegitimate son of an african slave and a french plantation owner, bologne rises to improbable heights in french society as a celebrated violinist-composer and fencer, complete with an ill-fated love affair and a falling out with marie antoinette and her court. inspired by the incredible true story of composer joseph bologne, chevalier de saint-georges.",chevalier,6.3
0,LauraPoitras NanGoldin MarinaBerio DavidWojnarowicz,"[""Documentary""]",1004663,All the Beauty and the Bloodshed,"the life of internationally renowned artist and activist nan goldin is told through her slideshows, intimate interviews, ground-breaking photography, and rare footage of her personal fight to hold the sackler family accountable for the overdose crisis.",all the beauty and the bloodshed,7.5
0,MattAngel SuzanneCoote LuluWilson SeannWilliamScott DeniseBurse,"[""Action"",""Crime"",""Horror"",""Thriller""]",986070,The Wrath of Becky,"two years after she escaped a violent attack on her family, 16-year-old becky attempts to rebuild her life in the care of an older woman -- a kindred spirit named elena. however, when a violent group known as the noble men break into their home, attack them and take their beloved dog, becky must return to her old ways to protect herself and her loved ones.",the wrath of becky,5
0,CelineSong GretaLee YooTeo JohnMagaro,"[""Drama"",""Romance""]",666277,Past Lives,"nora and hae sung, two deeply connected childhood friends, are wrest apart after nora’s family emigrates from south korea. two decades later, they are reunited in new york for one fateful week as they confront notions of destiny, love, and the choices that make a life.",past lives,5
0,ToddStephens UdoKier JenniferCoolidge LindaEvans,"[""Comedy"",""Drama""]",794602,Swan Song,"an aging hairdresser escapes his nursing home to embark on an odyssey across his small town to style a dead woman's hair for her funeral, rediscovering his sparkle along the way.",swan song,7.4
0,DanielGoldhaber ArielaBarer KristineFroseth LukasGage,"[""Crime"",""Drama"",""Thriller""]",1008048,How to Blow Up a Pipeline,a crew of young environmental activists execute a daring mission to sabotage an oil pipeline.,how to blow up a pipeline,6.7
0,HettieMacdonald JimBroadbent PenelopeWilton LindaBassett,"[""Drama""]",844409,The Unlikely Pilgrimage of Harold Fry,"harold fry is an unremarkable man who has made mistakes with all the important things: being a husband, a father and a friend. and now, well into his 60s, he is content to fade quietly into the background of life. until, one day – harold learns his old friend queenie is dying. harold leaves home, walking to his post office to send her a letter. and out of the blue, harold decides to keep walking, all the way to her hospice, 450 miles away.",the unlikely pilgrimage of harold fry,2
0,AbelFerrara ShiaLaBeouf CristinaChiriac MarcoLeonardi,"[""Drama""]",860901,Padre Pio,"it is the end of world war i and the young italian soldiers are making their way back to san giovanni rotondo, a land of poverty, with a tradition of violence and submission to the iron-clad rule of the church and its wealthy landowners. families are desperate, the men are broken, albeit victorious. padre pio also arrives, at a remote capuchin monastery, to begin his ministry, evoking an aura of charisma, saintliness and epic visions of jesus, mary and the devil himself. the eve of the first free elections in italy sets the stage for a massacre with a metaphorical dimension: an apocalyptic event that changes the course of history.",padre pio,5
0,BenjaminMillepied MelissaBarrera PaulMescal RossydePalma,"[""Music"",""Drama""]",763261,Carmen,"a young and fiercely independent woman, carmen, is forced to flee her home in the mexican desert following the brutal murder of her mother. she survives an illegal border crossing into the us, only to be confronted by a lawless volunteer border guard. when the border guard and his patrol partner aidan become embroiled in a deadly standoff, the pair is forced to escape together.",carmen,5
0,RileyKeough GinaGammell JojoBapteiseWhiting LaDainianCrazyThunder RobertStover,"[""Drama""]",962566,War Pony,"the interlocking stories of two lakota boys growing up on pine ridge reservation. at 23, bill just wants to make something of himself. meanwhile, 12-year-old matho can’t wait to become a man. bound by their shared search for belonging, each of the boys grapple with identity, family, and loss, as they navigate their unique paths to manhood.",war pony,4.3
0,AaronOnish DeclanFraney EllaStevens ChéNegron CharlieNiccolini,"[""SciFi"",""Comedy"",""Adventure""]",1055859,Mixed Signals,"three once-inseparable friends, struggling to come to terms with their changing relationship, inexplicably swap places with characters from their favorite television shows. hijinks ensue.",mixed signals,5
0,StuartSimpson IntanKieflie JefferyRichards MandieCombe,"[""Drama"",""Horror""]",1125102,Sleeping Beauties,"cahya gets a job as a maid working in an isolated old mansion. pregnant and a recent widow, she is desperate to reconnect with her husband, opening a doorway to the spirit world. and in doing so, inadvertently awakens the tormented ghosts of her current employer, the previous maids.",sleeping beauties,5
0,JohnS.Robertson JohnBarrymore BrandonHurst MarthaMansfield,"[""Drama"",""Horror"",""SciFi""]",3016,Dr. Jekyll and Mr. Hyde,"a doctor's research into the roots of evil turns him into a hideous depraved fiend.",dr. jekyll and mr. hyde,6.9
0,D.PaulThomas EricRafaelIbarra TaraReid MichaelMoriarty CatherineMacNeal,"[""Drama""]",980386,Of Things Past,"a young couple struggling to save their marriage after the tragic loss of their baby son moves to idyllic mammoth lakes, ca. filmed over thirty-five years, we see michael and laura's journey through love, commitment, secrets and desires.",of things past,5
0,BrandonSlagle CasperVanDien JeffFahey LouisMandylor,"[""War"",""History"",""Action""]",1037644,Battle for Saipan,"on july 7, 1944, a u.s. army hospital on the remote island of saipan is overrun by japanese forces during a relentless attack. outgunned and surrounded by the enemy, a lone medic puts it all on the line to lead a band of wounded soldiers to safety.",battle for saipan,5.9
0,RalieghWilson CamGigandet ChantelleAlbers HannahJames,"[""Action""]",1111140,Two Sinners and a Mule,"kicked out of a small western town for sinful behavior, free-spirited alice and nora set out for virginia city to pursue their dream of opening a restaurant. out on the prairie, they come across an injured bounty hunter named elden. hoping to share in the reward, they nurse elden back to health and help him stalk his prey, grimes. but as nora and alice both develop feelings for elden, no one notices that grimes is now on their tail, and the hunters become the hunted…",two sinners and a mule,6.1
0,PierreTsigaridis BelleAdams JacobDeMonte-Finn TimFox,"[""Horror""]",785759,Two Witches,"a matriarchal witch passes on her sinister inheritance to her grand-daughter, triggering the most horrific curses.",two witches,6.5
0,MassimilianoCerchi LouisMandylor CostasMandylor ConstancePayne,"[""Action""]",1048300,Adrenaline,a female fbi agent holidaying in eastern europe with her family gets her life upside down when her daughter is kidnapped. she has to team up with a criminal on the run to save her daughter before time runs out.,adrenaline,5.9
0,JonásCuarón EvanWhitten DemiánBichir ChristianSlater,"[""Adventure"",""Fantasy"",""Family""]",736790,Chupa,"while visiting family in mexico, a lonely boy befriends a mythical creature hiding on his grandfather's ranch and embarks on the adventure of a lifetime.",chupa,6.5
0,DavidLeitch DwayneJohnson JasonStatham IdrisElba,"[""Action"",""Adventure"",""Comedy""]",384018,Fast & Furious Presents: Hobbs & Shaw,"ever since us diplomatic security service agent hobbs and lawless outcast shaw first faced off, they just have traded smack talk and body blows. but when cyber-genetically enhanced anarchist brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",fast & furious presents,6.9
0,KerryShawcross NatalieAlynLind ChandlerRiggs NatWolff,"[""Animation"",""Action"",""Fantasy""]",997776,"Justice League x RWBY: Super Heroes & Huntsmen, Part One","superman, batman, wonder woman, flash, cyborg, green lantern and vixen are transported to the strange world of remnant and find themselves turned into teenagers. meanwhile, remnant heroes ruby, weiss, blake and yang must combine forces with the justice league to uncover why their planet has been mysteriously altered before a superpowered grimm destroys everything.",justice league x rwby,7.8
0,NoahLuke PaulBianchi ErinCoker JackPearson,"[""Action"",""SciFi""]",1033219,Attack on Titan,"as viable water is depleted on earth, a mission is sent to saturn's moon titan to retrieve sustainable h2o reserves from its alien inhabitants. but just as the humans acquire the precious resource, they are attacked by titan rebels, who don't trust that the earthlings will leave in peace.",attack on titan,6
0,RhysFrake-Waterfield CraigDavidDowsett ChrisCordell AmberDoig-Thorne,"[""Horror"",""Thriller""]",980078,Winnie the Pooh: Blood and Honey,"christopher robin is headed off to college and he has abandoned his old friends, pooh and piglet, which then leads to the duo embracing their inner monsters.",winnie the pooh,5.7
0,JasonFriedberg AaronSeltzer AlexAshbaugh DalePavinski AndreaNavedo,"[""Comedy"",""Action""]",325358,Superfast!,"undercover cop lucas white joins vin serento's la gang of illegal street racers. they are fast and they are furious and they plan to double cross la crime kingpin juan carlos de la sol who hides his cash in a downtown taco bell. the gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole restaurant, at crazy speeds.",superfast!,5
0,JadesolaOsiberu DemiBanwo AdesuaEtomi-Wellington TobiBakre,"[""Crime""]",1104040,Gangs of Lagos,"a group of friends who each have to navigate their own destiny, growing up on the bustling streets and neighborhood of isale eko, lagos.",gangs of lagos,6.3
0,HerbertJamesWinterstern SkeetUlrich AnneHeche DanielDiemer,"[""Action""]",842945,Supercell,"good-hearted teenager william always lived in hope of following in his late father’s footsteps and becoming a storm chaser. his father’s legacy has now been turned into a storm-chasing tourist business, managed by the greedy and reckless zane rogers, who is now using william as the main attraction to lead a group of unsuspecting adventurers deep into the eye of the most dangerous supercell ever seen.",supercell,6.2
0,NathanFrankowski AliceOrr-Ewing JoeDoyle EvelineHall,"[""Horror"",""Fantasy"",""SciFi"",""Thriller""]",296271,The Devil Conspiracy,"the hottest biotech company in the world has discovered they can clone history’s most influential people from the dead. now, they are auctioning clones of michelangelo, galileo, vivaldi, and others for tens of millions of dollars to the world’s ultra-rich. but when they steal the shroud of turin and clone the dna of jesus christ, all hell breaks loose.",the devil conspiracy,6.4
0,StevenLawson ChrisBell RachelWarren AyviannaSnow,"[""Horror""]",1105014,"Ripper's Revenge","one year on from the notorious ripper murders, london is terrorised once again by a series of brutal killings. when gruesome letters from the ripper begin landing on his desk, an innocent reporter finds himself drawn into a deadly mystery, threatening the lives of everyone around him.","ripper's revenge",5.9
0,JasonMoore JenniferLopez JoshDuhamel JenniferCoolidge,"[""Action"",""Comedy"",""Romance""]",758009,Shotgun Wedding,"darcy and tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’til death do us part” takes on a whole new meaning in this hilarious, adrenaline-fueled adventure as darcy and tom must save their loved ones—if they don’t kill each other first.",shotgun wedding,6.3
0,DeanFleischerCamp JennySlate DeanFleischerCamp IsabellaRossellini,"[""Animation"",""Comedy"",""Family"",""Drama"",""Adventure""]",869626,Marcel the Shell with Shoes On,"marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother connie and their pet lint, alan. once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. but when a documentary filmmaker discovers them amongst the clutter of his airbnb, the short film he posts online brings marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",marcel the shell with shoes on,7.7
0,JamesWan VinDiesel PaulWalker DwayneJohnson,"[""Action"",""Thriller"",""Crime""]",168259,Furious 7,deckard shaw seeks revenge against dominic toretto and his family for his comatose brother.,furious 7,7.2
0,DanielGraham MattHookings RayWinstone JodhiMay,"[""Drama"",""History""]",943822,Prizefighter: The Life of Jem Belcher,"at the turn of the 19th century, pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of england.",prizefighter,6.2
0,F.GaryGray VinDiesel JasonStatham DwayneJohnson,"[""Action"",""Crime"",""Thriller""]",337339,The Fate of the Furious,"when a mysterious woman seduces dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",the fate of the furious,6.9
0,JeffBaena AlisonBrie AlessandroNivola FredArmisen,"[""Romance"",""Comedy""]",826942,Spin Me Round,"when the manager of an italian restaurant chain wins the opportunity to attend the franchise’s educational immersion program in italy, what she thought would be a romantic getaway devolves into chaos and catastrophe.",spin me round,4.9
0,DavidSilverman HankAzaria ChrisEdgerly DawnnLewis,"[""Animation"",""Family"",""SciFi"",""Comedy""]",1121116,"Maggie Simpson in ""Rogue Not Quite One""","on their way to daycare, homer loses track of maggie who hops in grogu’s hovering pram for a hyperspace-hopping adventure across the galaxy. facing a squadron of imperial tie fighters, maggie brings the battle to springfield in this epic short celebrating all things star wars.","maggie simpson in ""rogue not quite one""",5.3
0,GlennCampbell TammyKlein MaxiWitrak EgoMikitas MichaelMarcel,"[""Action"",""SciFi"",""Thriller"",""Horror""]",1011679,Shark Side of the Moon,"decades ago, the ussr developed unkillable sharks and launched them to the moon. today, a team of american astronauts will endure the fight of their lives.",shark side of the moon,5.3
0,TobyGenkel HughLaurie EmiliaClarke DavidThewlis,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",676710,The Amazing Maurice,"maurice is a streetwise ginger cat who comes up with a money-making scam by befriending a group of self-taught talking rats. when maurice and the rodents meet a bookworm called malicia, their little con soon goes down the drain.",the amazing maurice,7.1
0,ScottMann GraceCarolineCurrey VirginiaGardner JeffreyDeanMorgan,"[""Thriller""]",985939,Fall,"for best friends becky and hunter, life is all about conquering fears and pushing limits. but after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. now becky and hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",fall,7.3
0,ShalNgo ChloeGuidry NhedrickJabier CarminaGaray,"[""Action"",""Drama"",""Horror"",""SciFi"",""Thriller""]",1084225,The Park,"a dystopian coming-of-age movie focused on three kids who find themselves in an abandoned amusement park, aiming to unite whoever remains. with dangers lurking around every corner, they will do whatever it takes to survive their hellish neverland.",the park,5.9
0,JamesGunn ChrisPratt DaveBautista KarenGillan,"[""Comedy"",""SciFi"",""Adventure""]",774752,The Guardians of the Galaxy Holiday Special,"on a mission to make christmas unforgettable for quill, the guardians head to earth in search of the perfect present.",the guardians of the galaxy holiday special,7.3
0,FranklinRitch TatumMatthews DavidGirard SindaNichols,"[""SciFi"",""Thriller"",""Drama""]",983282,The Artifice Girl,"a team of special agents discovers a revolutionary new computer program to bait and trap online predators. after teaming up with the program's troubled developer, they soon find that the ai is rapidly advancing beyond its original purpose.",the artifice girl,6.4
0,ColinTrevorrow ChrisPratt BryceDallasHoward LauraDern,"[""Adventure"",""Action"",""SciFi""]",507086,Jurassic World Dominion,"four years after the destruction of isla nublar, biosyn operatives attempt to track down maisie lockwood, while dr ellie sattler investigates a genetically engineered swarm of giant insects.",jurassic world dominion,6.9
0,SamLiu ChristopherBerkeley DavidGiuntoli PatrickFabian JohnDiMaggio,"[""Animation"",""Fantasy"",""Horror"",""Action"",""Mystery""]",1003579,Batman: The Doom That Came to Gotham,"explorer bruce wayne accidentally unleashes an ancient evil, and returns to gotham after being away for two decades. there, batman battles lovecraftian supernatural forces and encounters allies and enemies such as green arrow, ra's al ghul, mr. freeze, killer croc, two-face and james gordon.",batman,6.5
0,FrancisFordCoppola AlPacino MarlonBrando JamesCaan,"[""Drama"",""Crime""]",238,The Godfather,"spanning the years 1945 to 1955, a chronicle of the fictional italian-american corleone crime family. when organized crime family patriarch, vito corleone barely survives an attempt on his life, his youngest son, michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",the godfather,8.7
0,FrankDarabont TimRobbins MorganFreeman BobGunton,"[""Drama"",""Crime""]",278,The Shawshank Redemption,"framed in the 1940s for the double murder of his wife and her lover, upstanding banker andy dufresne begins a new life at the shawshank prison, where he puts his accounting skills to work for an amoral warden. during his long stretch in prison, dufresne comes to be admired by the other inmates -- including an older prisoner named red -- for his integrity and unquenchable sense of hope.",the shawshank redemption,8.7
0,FrancisFordCoppola AlPacino RobertDuvall DianeKeaton,"[""Drama"",""Crime""]",240,The Godfather Part II,"in the continuing saga of the corleone crime family, a young vito corleone grows up in sicily and in 1910s new york. in the 1950s, michael corleone attempts to expand the family business into las vegas, hollywood and cuba.",the godfather part ii,8.6
0,StevenSpielberg LiamNeeson BenKingsley RalphFiennes,"[""Drama"",""History"",""War""]",424,"Schindler's List",the true story of how businessman oskar schindler saved over a thousand jewish lives from the nazis while they worked as slaves in his factory during world war ii.,"schindler's list",8.6
0,SidneyLumet MartinBalsam JohnFiedler LeeJ.Cobb,"[""Drama""]",389,12 Angry Men,"the defense and the prosecution have rested and the jury is filing into the jury room to decide if a young spanish-american is guilty or innocent of murdering his father. what begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",12 angry men,8.5
0,FrankDarabont TomHanks MichaelClarkeDuncan DavidMorse,"[""Fantasy"",""Drama"",""Crime""]",497,The Green Mile,"a supernatural tale set on death row in a southern prison, where gentle giant john coffey possesses the mysterious power to heal people's ailments. when the cell block's head guard, paul edgecomb, recognizes coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",the green mile,8.5
0,QuentinTarantino JohnTravolta SamuelL.Jackson UmaThurman,"[""Thriller"",""Crime""]",680,Pulp Fiction,"a burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. their adventures unfurl in three stories that ingeniously trip back and forth in time.",pulp fiction,8.5
0,RobertZemeckis TomHanks RobinWright GarySinise,"[""Comedy"",""Drama"",""Romance""]",13,Forrest Gump,"a man with a low iq has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. but despite all he has achieved, his one true love eludes him.",forrest gump,8.5
0,PeterJackson ElijahWood IanMcKellen LivTyler,"[""Adventure"",""Fantasy"",""Action""]",122,The Lord of the Rings: The Return of the King,"aragorn is revealed as the heir to the ancient kings as he, gandalf and the other members of the broken fellowship struggle to save gondor from sauron's forces. meanwhile, frodo and sam take the ring closer to the heart of mordor, the dark lord's realm.",the lord of the rings,8.5
0,MartinScorsese RayLiotta RobertDeNiro JoePesci,"[""Drama"",""Crime""]",769,GoodFellas,"the true story of henry hill, a half-irish, half-sicilian brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a mafia family under the guidance of jimmy conway.",goodfellas,8.5
0,GenndyTartakovsky AaronLaPlante JonOlson BryanAndrews,"[""Action"",""Adventure"",""Animation"",""Drama""]",704264,Primal: Tales of Savagery,"genndy tartakovsky's primal: tales of savagery features a caveman and a dinosaur on the brink of extinction. bonded by tragedy, this unlikely friendship becomes the only hope of survival.",primal,8.5
0,ToscaMusk MelanieZanetti GiulioBerruti KurtMcKinney,"[""Romance""]",696374,"Gabriel's Inferno","an intriguing and sinful exploration of seduction, forbidden love, and redemption, gabriel's inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.","gabriel's inferno",8.5
